params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",3.424590999999964,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",3.543284000000085,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",2.233007999999927,100,5.258039215686275,4.9411764705882355,4.9411764705882355,5.733333333333333,0.38807602199388386
"{""discount_factor"": 0.3}",2.281975999999986,100,5.329333333333334,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39599920776312103
"{""discount_factor"": 0.4}",2.2043189999999413,100,5.345176470588237,5.733333333333333,4.9411764705882355,5.733333333333333,0.3959992077631211
"{""discount_factor"": 0.5}",2.2105060000000094,100,5.305568627450981,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3948089459551649
"{""discount_factor"": 0.6}",2.2641250000000355,100,5.265960784313726,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3896091279570671
"{""discount_factor"": 0.7}",2.390166999999906,100,5.37686274509804,5.733333333333333,4.9411764705882355,5.733333333333333,0.39409306332458266
"{""discount_factor"": 0.8}",2.539465000000064,100,5.337254901960786,5.337254901960785,4.9411764705882355,5.733333333333333,0.396078431372549
"{""discount_factor"": 0.9}",2.6804009999999607,100,5.3134901960784315,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39536484739144956
