params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",4.770292999999583,100,5.265960784313726,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3896091279570671
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",5.352659000000131,100,2.5686666666666667,5.733333333333333,-1.0,5.733333333333333,3.3606012028273224
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",5.476125999999567,100,2.434,5.733333333333333,-1.0,5.733333333333333,3.3659932659865297
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",5.2222229999988485,100,2.770666666666667,5.733333333333333,-1.0,5.733333333333333,3.3423387686535375
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",51.670985999999175,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",5.979740000000675,100,1.9626666666666668,-1.0,-1.0,5.733333333333333,3.342338768653538
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.2}",5.242322000000058,100,5.313490196078432,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39536484739144956
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.3}",5.042957999999999,100,5.329333333333334,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39599920776312103
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.4}",5.009262999999919,100,5.361019607843138,5.733333333333333,4.9411764705882355,5.733333333333333,0.3953648473914496
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.5}",5.063497999999527,100,5.408549019607844,5.733333333333333,4.9411764705882355,5.733333333333333,0.3896091279570671
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.6}",5.592604000001302,100,2.299333333333333,-1.0,-1.0,5.733333333333333,3.365993265986529
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.7}",5.044713999999658,100,5.321411764705885,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3957614417808553
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.8}",5.615072000000509,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""alpha"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.9}",5.506516999999803,100,2.770666666666667,5.733333333333333,-1.0,5.733333333333333,3.3423387686535375
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.0}",51.74349799999982,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""alpha"": 0.5, ""q_init"": 0, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""discount_factor"": 0.1}",5.136931000000914,100,2.097333333333333,-1.0,-1.0,5.733333333333333,3.3558760406189014
