episode,length,time,reward,delta
0,38.0,0.003801999999268446,-4.8000000000000025,-1.0
1,133.0,0.014785999999730848,-14.299999999999969,-1.0
2,9.0,0.0009470000004512258,-1.9,-0.9001
3,38.0,0.003650000000561704,-4.8000000000000025,-1.0
4,74.0,0.006939999999303836,-8.39999999999999,-0.89452
5,25.0,0.0024189999985537725,-3.500000000000001,-1.0
6,56.0,0.005266000000119675,-6.599999999999996,-1.0
7,64.0,0.006053999999494408,-7.399999999999993,-0.7318273599999999
8,40.0,0.003807000000961125,-5.000000000000002,-0.09001000000000003
9,66.0,0.006233000000065658,-7.5999999999999925,-1.0
10,158.0,0.014702999998917221,-16.79999999999996,-1.0
11,46.0,0.004332000000431435,-5.6,-1.0
12,41.0,0.003898000000845059,-5.100000000000001,-1.0
13,52.0,0.004875000000538421,-6.1999999999999975,-1.0
14,45.0,0.004246999998940737,-5.5,-0.91
15,36.0,0.003424000000450178,-4.600000000000001,-0.6387304992082918
16,32.0,0.0030530000003636815,-4.200000000000001,-0.6156613094165178
17,66.0,0.006160999999337946,-7.5999999999999925,-1.0
18,32.0,0.003049999999348074,-4.200000000000001,-1.0
19,22.0,0.0021450000003824243,-3.2000000000000006,-0.83358784
20,45.0,0.00463099999979022,-5.5,-1.0
21,52.0,0.004977999999027816,-6.1999999999999975,-1.0
22,30.0,0.0028880000008939533,-4.000000000000002,-0.901
23,115.0,0.010776000000987551,-12.499999999999975,-1.0
24,52.0,0.009450000001379522,-6.1999999999999975,-0.91
25,24.0,0.0038829999994050013,-3.400000000000001,-0.82972
26,14.0,0.002425000000584987,-2.4000000000000004,-0.09009999999999996
27,48.0,0.00456800000029034,-5.799999999999999,-0.7530604559433864
28,14.0,0.00141299999995681,-2.4000000000000004,-0.7783983999999999
29,32.0,0.00315999999838823,-4.200000000000001,-1.0
30,118.0,0.010992999999871245,-12.799999999999974,-1.0
31,54.0,0.005128000000695465,-6.399999999999997,-0.91
32,27.0,0.0025930000010703225,-3.700000000000001,-0.91
33,85.0,0.007915000000139116,-9.499999999999986,-0.91
34,47.0,0.0047469999990426,-5.699999999999999,-0.901
35,66.0,0.006212000000232365,-7.5999999999999925,-1.0
36,49.0,0.004633000000467291,-5.899999999999999,-1.0
