episode,length,time,reward,delta
0,25.0,0.0025940000014088582,-3.500000000000001,-0.9995169467024826
1,23.0,0.002301999998962856,-3.3000000000000007,-0.9996895742004202
2,85.0,0.01388299999962328,-9.499999999999986,-0.9096728812275104
3,69.0,0.006500999999843771,-7.8999999999999915,-0.9008542760360457
4,60.0,0.005630999999993946,-6.999999999999995,-0.9997813243584159
5,31.0,0.002966000000014901,-4.100000000000001,-1.0001382652219937
6,19.0,0.001890000001367298,-2.9000000000000004,-0.9999538619486043
7,43.0,0.004079000000274391,-5.300000000000001,-0.9992408448008322
8,24.0,0.002314999999725842,-3.400000000000001,-0.9993053718724496
9,26.0,0.0025040000000444707,-3.600000000000001,-0.7465677819787567
10,33.0,0.003184999999575666,-4.300000000000002,-0.7685830494091032
11,15.0,0.001496999999289983,-2.5,-0.9994138655074755
12,52.0,0.0048879999994824175,-6.1999999999999975,-1.000261464591024
13,34.0,0.0032279999995807884,-4.400000000000002,-1.0001297862288607
14,30.0,0.0028729999994538957,-4.000000000000002,-1.0003438114935075
15,53.0,0.004987999998775194,-6.299999999999997,-0.7488673459038071
16,24.0,0.002314999999725842,-3.400000000000001,-0.07488673459038064
17,34.0,0.00324699999873701,-4.400000000000002,-0.8295680882201126
18,11.0,0.0011279999998805579,-2.0999999999999996,-0.007488673459038031
19,7.0,0.0007559999994555255,-1.7,-0.07465677819787564
20,26.0,0.002501999999367399,-3.600000000000001,-0.09992408448008316
21,32.0,0.003044999999474385,-4.200000000000001,-0.6376248988066604
22,28.0,0.0026690000013331883,-3.800000000000001,-0.6249151516513044
23,19.0,0.0018619999991642544,-2.9000000000000004,-0.4893039541939268
24,142.0,0.013218999998571235,-15.199999999999966,-0.9996246593231111
25,79.0,0.007447999998476007,-8.899999999999988,-0.9994666544146404
26,9.0,0.0009599999993952224,-1.9,-0.06376248988066602
27,71.0,0.006628999999520602,-8.09999999999999,-0.9005726095566935
28,33.0,0.003133000000161701,-4.300000000000002,-0.7271980437759856
29,18.0,0.0017589999988558702,-2.8000000000000007,-0.5081247634018652
30,24.0,0.002378000001044711,-3.400000000000001,-0.9100621015712016
31,10.0,0.0010339999989810167,-2.0,-0.9099161192784496
32,34.0,0.0032359999986510957,-4.400000000000002,-0.9098796416890661
33,10.0,0.0010350000011385418,-2.0,-0.8102407343450757
34,43.0,0.0041120000005321344,-5.300000000000001,-0.9094755072287066
35,96.0,0.008932000000640983,-10.599999999999982,-0.999820755546791
36,63.0,0.006068999999115476,-7.299999999999994,-0.4077684277817101
37,49.0,0.004724000000351225,-5.899999999999999,-0.9997311163687466
38,24.0,0.0023390000005747424,-3.400000000000001,-0.9100521439046606
39,99.0,0.009255999999368214,-10.89999999999998,-0.006376248988066657
40,40.0,0.003876999999192776,-5.000000000000002,-0.9999921802053633
41,82.0,0.007657000000108383,-9.199999999999987,-0.9993931624423027
42,43.0,0.004077999999935855,-5.300000000000001,-0.8269058415090393
43,95.0,0.008911999999327236,-10.499999999999982,-0.8369818884846328
44,58.0,0.005489000001034583,-6.799999999999995,-0.07271980437759851
45,51.0,0.004881999999270192,-6.099999999999998,-1.000149181152539
46,41.0,0.003910000001269509,-5.100000000000001,-0.40348892041621687
47,33.0,0.0031790000011824304,-4.300000000000002,-0.8366665909033906
48,55.0,0.005193999999391963,-6.4999999999999964,-0.6878879878462323
49,58.0,0.005525999999008491,-6.799999999999995,-0.9994001004816103
50,21.0,0.0020480000002862653,-3.1000000000000005,-0.08102407343450757
51,51.0,0.0048279999991791556,-6.099999999999998,-0.08366665909033899
52,81.0,0.007615000000441796,-9.099999999999987,-0.5781944215096876
53,50.0,0.004703000000517932,-5.999999999999998,-0.9005604305061431
54,70.0,0.0065770000001066364,-7.999999999999991,-0.090991611927845
55,14.0,0.001476000001275679,-2.4000000000000004,-0.457025446470934
56,17.0,0.0016969999996945262,-2.7,-0.5904708203769375
57,33.0,0.0031650000000809086,-4.300000000000002,-0.009099161192784533
58,15.0,0.0014979999996285187,-2.5,-0.5842445379544441
59,24.0,0.0023240000009536743,-3.400000000000001,-0.6769716755304872
60,70.0,0.006564999999682186,-7.999999999999991,-0.5698155853448508
61,14.0,0.001396999999997206,-2.4000000000000004,-0.05842445379544425
62,108.0,0.01000699999895005,-11.799999999999978,-0.9998180609813555
63,28.0,0.002682000000277185,-3.800000000000001,-0.2905460545031492
64,15.0,0.001501000000644126,-2.5,-0.000637624898806699
65,62.0,0.010897000000113621,-7.199999999999994,-0.8197088836161562
66,40.0,0.003850000000966247,-5.000000000000002,-0.8371699210447353
67,13.0,0.0013200000012147939,-2.3,-0.21017219516960084
68,66.0,0.006201999998665997,-7.5999999999999925,-0.999599640816021
69,82.0,0.007682999999815365,-9.199999999999987,-0.9999160801577154
70,5.0,0.0005760000003647292,-1.5,-0.3830700742396985
71,14.0,0.001419000000169035,-2.4000000000000004,-0.40371520634140967
72,14.0,0.0014060000012250384,-2.4000000000000004,-0.22675906805531676
73,78.0,0.007341000000451459,-8.799999999999988,-0.6805872339383117
74,19.0,0.0018810000001394656,-2.9000000000000004,-0.6892127229535744
75,68.0,0.006384000000252854,-7.799999999999992,-0.24763859243964048
76,34.0,0.0032489999994140817,-4.400000000000002,-0.7275771408408648
77,27.0,0.0026080000006913906,-3.700000000000001,-0.6908810688201428
78,19.0,0.001861000000644708,-2.9000000000000004,-0.6309111351987671
79,40.0,0.0038320000003295718,-5.000000000000002,-0.7685978558123165
80,30.0,0.0028729999994538957,-4.000000000000002,-0.39657672685821843
81,32.0,0.0030619999997725245,-4.200000000000001,-0.46554132697404227
82,37.0,0.003531999998813262,-4.700000000000002,-0.1554212991832692
83,45.0,0.004251999998814426,-5.5,-0.06878879878462318
84,80.0,0.007486999998945976,-8.999999999999988,-0.0009099161192784866
85,39.0,0.003727999999682652,-4.900000000000002,-0.4912477272849539
86,26.0,0.0025120000009337673,-3.600000000000001,-0.3254793627199841
87,21.0,0.002055000000837026,-3.1000000000000005,-0.9095720369364543
88,40.0,0.0038320000003295718,-5.000000000000002,-0.5686248252726105
89,175.0,0.016424999999799184,-18.49999999999998,-0.5972594668660547
90,52.0,0.004866000001129578,-6.1999999999999975,-0.04912477272849536
91,35.0,0.003359999998792773,-4.500000000000002,-1.0002253731897837
92,68.0,0.006396000000677304,-7.799999999999992,-0.9097194159336996
93,44.0,0.004186000000117929,-5.4,-0.42347502779581225
94,25.0,0.002470999999786727,-3.500000000000001,-0.1472511110333642
95,26.0,0.0025189999996655388,-3.600000000000001,-0.008366665909033899
96,74.0,0.007032999999864842,-8.39999999999999,-1.0000723096796784
97,36.0,0.0034309999991819495,-4.600000000000001,-0.10003438114935082
98,29.0,0.0028050000000803266,-3.9000000000000012,-9.099161192782645e-05
99,7.0,0.0007549999991169898,-1.7,-0.33050971890388203
100,31.0,0.0029549999999289867,-4.100000000000001,-0.45242379396078436
101,114.0,0.01066500000160886,-12.399999999999975,-0.09999160801577156
102,30.0,0.002887999999074964,-4.000000000000002,-0.9007657260529385
103,32.0,0.00420999999914784,-4.200000000000001,-0.04524237939607845
104,127.0,0.012043999999150401,-13.69999999999997,-0.09977369047752349
105,27.0,0.002632000001540291,-3.700000000000001,-0.03830700742396986
106,9.0,0.0009500000014668331,-1.9,-0.14949382944424383
107,35.0,0.0033679999996820698,-4.500000000000002,-0.16215908023336423
108,54.0,0.005162999999811291,-6.399999999999997,-0.5164136547565853
109,44.0,0.004189999999653082,-5.4,-0.099940010048161
110,26.0,0.0025560000012774253,-3.600000000000001,-0.8197171159886985
111,79.0,0.007419000001391396,-8.899999999999988,-0.6142741119900379
112,25.0,0.0024819999998726416,-3.500000000000001,-0.7459517232747515
113,24.0,0.002344000000448432,-3.400000000000001,-0.9096495621723772
114,40.0,0.0038340000010066433,-5.000000000000002,-0.09097194159336996
115,67.0,0.006343000000924803,-7.699999999999992,-0.49576986196947515
116,18.0,0.0017869999992399244,-2.8000000000000007,-1.0003144739654213
117,59.0,0.005591999999523978,-6.899999999999995,-0.9993575937776681
118,50.0,0.004761000000144122,-5.999999999999998,-0.818493627932683
119,28.0,0.0027200000004086178,-3.800000000000001,-0.43257236760386975
120,89.0,0.00833500000044296,-9.899999999999984,-0.08184936279326827
121,97.0,0.009565999998812913,-10.699999999999982,-0.05904708203769371
122,55.0,0.0052080000004934845,-6.4999999999999964,-0.418260554911707
123,88.0,0.008216000000174972,-9.799999999999985,-0.09100521439046605
124,43.0,0.004116000000067288,-5.300000000000001,-0.9097983134072289
125,38.0,0.003652999999758322,-4.8000000000000025,-0.745941265781744
126,55.0,0.005223000000114553,-6.4999999999999964,-0.6607369617494714
127,152.0,0.014181999998982064,-16.19999999999996,-0.09007657260529378
128,29.0,0.0027960000006714836,-3.9000000000000012,-0.9998823057859342
129,55.0,0.005200999999942724,-6.4999999999999964,-0.9999077314927843
130,102.0,0.00955699999940407,-11.19999999999998,-0.5148242557684057
131,33.0,0.003153999999994994,-4.300000000000002,-0.21096256897706234
132,24.0,0.0023590000000695,-3.400000000000001,-0.21565264068271273
133,34.0,0.0032499999997526174,-4.400000000000002,-0.004912477272849491
134,120.0,0.01116100000035658,-12.999999999999973,-0.009994001004816067
135,29.0,0.0027890000001207227,-3.9000000000000012,-0.1669338977414686
136,35.0,0.00333400000090478,-4.500000000000002,-0.4259666273586209
137,51.0,0.0049409999992349185,-6.099999999999998,-0.1465330231238462
138,93.0,0.008775999998761108,-10.299999999999983,-0.9996970079894464
139,23.0,0.0022380000009434298,-3.3000000000000007,-0.6211983535699109
140,11.0,0.0011300000005576294,-2.0999999999999996,-0.42958523746357413
141,25.0,0.002432000001135748,-3.500000000000001,-0.49730690314021686
142,133.0,0.01246299999911571,-14.299999999999969,-0.6121200713555515
143,21.0,0.002066999999442487,-3.1000000000000005,-0.3469094838214126
144,28.0,0.0026959999995597173,-3.800000000000001,-0.042958523746357336
145,124.0,0.011580000000321888,-13.399999999999972,-0.9100668076219645
146,42.0,0.003962999999203021,-5.200000000000001,-0.22586722794040104
147,24.0,0.0023199999995995313,-3.400000000000001,-0.09996246593231106
148,99.0,0.009258000000045286,-10.89999999999998,-0.9997874176211186
149,11.0,0.0011309999990771757,-2.0999999999999996,-0.17738712159600967
150,31.0,0.002959999999802676,-4.100000000000001,-0.8110068166722697
151,66.0,0.00621800000044459,-7.5999999999999925,-0.15988777446249625
152,15.0,0.001511999998911051,-2.5,-0.20009857043617885
153,26.0,0.002510000000256696,-3.600000000000001,-0.7086976738715236
154,106.0,0.009874999999738066,-11.599999999999978,-0.06892127229535738
155,7.0,0.000758000000132597,-1.7,-0.12769665387367268
156,51.0,0.00482200000078592,-6.099999999999998,-0.09017737955740601
157,5.0,0.0006530000009661308,-1.5,-0.16308469635798717
158,23.0,0.0022480000006908085,-3.3000000000000007,-0.020009857043617907
159,37.0,0.0035490000009303913,-4.700000000000002,-0.9095901875952082
160,4.0,0.0008460000008199131,-1.4,-0.08836388101511394
161,48.0,0.0048659999993105885,-5.799999999999999,-0.3471766440820906
162,49.0,0.004621000000042841,-5.899999999999999,-0.009007657260529434
163,148.0,0.01392399999895133,-15.799999999999963,-0.32514696163648305
164,8.0,0.0008600000001024455,-1.7999999999999998,-0.016693389774146916
165,23.0,0.0022349999999278225,-3.3000000000000007,-0.2096578159797311
166,58.0,0.005509999999048887,-6.799999999999995,-0.19485882560640722
167,26.0,0.0025210000003426103,-3.600000000000001,-0.7022441540340651
168,40.0,0.0037969999993947567,-5.000000000000002,-0.5664064291526704
169,66.0,0.007648999999219086,-7.5999999999999925,-0.43267772031898444
170,61.0,0.005742000001191627,-7.099999999999994,-0.9006362147090746
171,35.0,0.003335999999762862,-4.500000000000002,-0.14293947692925757
172,114.0,0.010609999999360298,-12.399999999999975,-0.3106476856605187
173,119.0,0.011055000000851578,-12.899999999999974,-1.000156080785449
174,22.0,0.0021500000002561137,-3.2000000000000006,-0.001669338977414725
175,57.0,0.005396999998993124,-6.699999999999996,-1.0002913347592997
176,153.0,0.014235000000553555,-16.29999999999996,-1.0002426873080046
177,20.0,0.0019579999989218777,-3.0000000000000004,-0.542245659323132
178,43.0,0.0040829999998095445,-5.300000000000001,-0.14352526649898134
179,33.0,0.00315500000033353,-4.300000000000002,-0.13833686212514318
180,33.0,0.0031609999987267656,-4.300000000000002,-0.4047742249271763
181,23.0,0.002243000000817119,-3.3000000000000007,-0.8909466335346178
182,62.0,0.0058119999994232785,-7.199999999999994,-0.9995180438035812
183,61.0,0.005731999999625259,-7.099999999999994,-0.9994119221609614
184,61.0,0.005718999998862273,-7.099999999999994,-0.08909466335346172
185,7.0,0.0008010000001377193,-1.7,-0.4006319607485337
186,80.0,0.007509000000936794,-8.999999999999988,-0.0042958523746357
187,49.0,0.004641999999876134,-5.899999999999999,-0.9096956865001581
