step,reward,mean,median,std,max,min
0,-0.09140625000000002,-0.09140625000000002,-0.09140625000000002,0.0,-0.09140625000000002,-0.09140625000000002
1,-0.09741784037558686,-0.09441204518779345,-0.09441204518779345,0.0030057951877934183,-0.09140625000000002,-0.09741784037558686
2,-0.0969014084507042,-0.09524183294209704,-0.0969014084507042,0.002720348980374717,-0.09140625000000002,-0.09741784037558686
3,-0.07924528301886789,-0.09124269546128976,-0.09415382922535212,0.007316387476238681,-0.07924528301886789,-0.09741784037558686
4,-0.08607594936708857,-0.09020934624244951,-0.09140625000000002,0.006862569707790273,-0.07924528301886789,-0.09741784037558686
5,-0.09552845528455285,-0.09109586441613342,-0.09346735264227643,0.0065707907837078226,-0.07924528301886789,-0.09741784037558686
6,-0.09571984435797666,-0.09175643297925387,-0.09552845528455285,0.006294878687768399,-0.07924528301886789,-0.09741784037558686
7,-0.09476190476190476,-0.09213211695208523,-0.0951451800232288,0.0059716228626816486,-0.07924528301886789,-0.09741784037558686
8,-0.07317073170731707,-0.09002529636933321,-0.09476190476190476,0.008198022326567961,-0.07317073170731707,-0.09741784037558686
9,-0.09388888888888888,-0.09041165562128878,-0.09432539682539681,0.007863222895502906,-0.07317073170731707,-0.09741784037558686
10,-0.09388888888888888,-0.09072776773652515,-0.09388888888888888,0.007563637284447479,-0.07317073170731707,-0.09741784037558686
11,-0.06944444444444446,-0.0889541574621851,-0.09388888888888888,0.009329729489512783,-0.06944444444444446,-0.09741784037558686
12,-0.09760869565217392,-0.08961989116910732,-0.09388888888888888,0.00925562465855583,-0.06944444444444446,-0.09760869565217392
13,-0.08358208955223878,-0.08918861962504529,-0.09388888888888888,0.009053479039256048,-0.06944444444444446,-0.09760869565217392
14,-0.09166666666666665,-0.08935382276115338,-0.09388888888888888,0.008768306921320938,-0.06944444444444446,-0.09760869565217392
15,-0.09588014981273409,-0.08976171820187716,-0.09388888888888888,0.008635605724746715,-0.06944444444444446,-0.09760869565217392
16,-0.09676470588235292,-0.09017365865366984,-0.09388888888888888,0.008538273700284031,-0.06944444444444446,-0.09760869565217392
17,-0.08971962616822429,-0.09014843462670065,-0.09388888888888888,0.00829836227231526,-0.06944444444444446,-0.09760869565217392
18,-0.09616724738675957,-0.09046521424565113,-0.09388888888888888,0.008188085583959035,-0.06944444444444446,-0.09760869565217392
19,-0.09460784313725489,-0.0906723456902313,-0.09424836601307188,0.008031666920700179,-0.06944444444444446,-0.09760869565217392
20,-0.09441624365482232,-0.09085062654568803,-0.09441624365482232,0.00787855067992412,-0.06944444444444446,-0.09760869565217392
21,-0.09592592592592591,-0.09108132197206248,-0.09451204339603861,0.007769668860918926,-0.06944444444444446,-0.09760869565217392
22,-0.09364161849710981,-0.09119263921228192,-0.09441624365482232,0.0076168026663486,-0.06944444444444446,-0.09760869565217392
23,-0.09261744966442952,-0.09125200631445474,-0.0941525662718556,0.007461864723638254,-0.06944444444444446,-0.09760869565217392
24,-0.08450704225352108,-0.09098220775201739,-0.09388888888888888,0.00742961900037681,-0.06944444444444446,-0.09760869565217392
25,-0.08999999999999998,-0.09094443053078595,-0.09388888888888888,0.007287789021205218,-0.06944444444444446,-0.09760869565217392
26,-0.09424083769633505,-0.09106651968506554,-0.09388888888888888,0.007178601003434168,-0.06944444444444446,-0.09760869565217392
27,-0.09051724137931035,-0.09104690260271715,-0.09388888888888888,0.007049983194800336,-0.06944444444444446,-0.09760869565217392
28,-0.08382352941176469,-0.09079782076854638,-0.09388888888888888,0.007051635355760047,-0.06944444444444446,-0.09760869565217392
29,-0.09551020408163266,-0.09095490021231592,-0.09388888888888888,0.006984524828665522,-0.06944444444444446,-0.09760869565217392
