step,reward,mean,median,std,max,min
0,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,0.0,-0.10000000000000002,-0.10000000000000002
1,-0.10106508875739646,-0.10053254437869824,-0.10053254437869824,0.0005325443786982215,-0.10000000000000002,-0.10106508875739646
2,-0.10000000000000002,-0.10035502958579884,-0.10000000000000002,0.0005020876552803856,-0.10000000000000002,-0.10106508875739646
3,-0.10000000000000002,-0.10026627218934914,-0.10000000000000002,0.00046119696059526027,-0.10000000000000002,-0.10106508875739646
4,-0.10000000000000002,-0.10021301775147931,-0.10000000000000002,0.00042603550295857725,-0.10000000000000002,-0.10106508875739646
5,-0.10000000000000002,-0.10017751479289942,-0.10000000000000002,0.00039693514393487146,-0.10000000000000002,-0.10106508875739646
6,-0.10000000000000002,-0.10015215553677093,-0.10000000000000002,0.00037270342662803823,-0.10000000000000002,-0.10106508875739646
7,-0.10000000000000002,-0.10013313609467459,-0.10000000000000002,0.00035224499703522433,-0.10000000000000002,-0.10106508875739646
8,-0.10000000000000002,-0.1001183431952663,-0.10000000000000002,0.00033472510352025705,-0.10000000000000002,-0.10106508875739646
9,-0.10000000000000002,-0.10010650887573966,-0.10000000000000002,0.0003195266272189328,-0.10000000000000002,-0.10106508875739646
10,-0.10000000000000002,-0.10009682625067243,-0.10000000000000002,0.00030619148941920637,-0.10000000000000002,-0.10106508875739646
11,-0.10000000000000002,-0.10008875739644973,-0.10000000000000002,0.0002943749813924892,-0.10000000000000002,-0.10106508875739646
12,-0.10124999999999999,-0.100178083750569,-0.10000000000000002,0.0004192148680124509,-0.10000000000000002,-0.10124999999999999
13,-0.10708661417322834,-0.10067155020933037,-0.10000000000000002,0.0018245018680296218,-0.10000000000000002,-0.10708661417322834
14,-0.1011166253101737,-0.10070122188271992,-0.10000000000000002,0.0017661291884150637,-0.10000000000000002,-0.10708661417322834
15,-0.10000000000000002,-0.10065739551504993,-0.10000000000000002,0.0017184506970911633,-0.10000000000000002,-0.10708661417322834
16,-0.10000000000000002,-0.10061872519063524,-0.10000000000000002,0.0016743025227152603,-0.10000000000000002,-0.10708661417322834
17,-0.10000000000000002,-0.10058435156893328,-0.10000000000000002,0.00163329022008725,-0.10000000000000002,-0.10708661417322834
