steps,time,reward,delta,converged
1,0.054042999998273444,-4.161676646706587,0,False
2,0.0475060000007943,-2.7784431137724552,0,False
3,0.04762300000038522,-2.18562874251497,0,False
4,0.047687000000223634,-1.1976047904191616,0,False
5,0.04781200000070385,-1.1976047904191616,0,False
6,0.04754099999991013,-1.3952095808383234,0,False
7,0.04748499999914202,-1.1976047904191616,0,False
8,0.04754800000046089,-1.592814371257485,0,False
9,0.047856000001047505,-1.3952095808383234,0,False
10,0.04769800000030955,-1.1976047904191616,0,False
11,0.04747700000007171,-1.1976047904191616,0,False
12,0.047669999999925494,-1.1976047904191616,0,False
13,0.047689000000900705,-1.1976047904191616,0,False
14,0.04759199999898556,-1.0,0,False
15,0.04816500000015367,-1.1976047904191616,0,False
16,0.04739799999879324,-1.1976047904191616,0,False
17,0.047599999999874854,-1.1976047904191616,0,False
18,0.053979999998773565,-1.0,0,False
19,0.04752400000143098,-1.0,0,False
20,0.04754700000012235,-1.1976047904191616,0,False
21,0.04741000000103668,-1.1976047904191616,0,False
22,0.04727699999966717,-1.0,0,False
23,0.04727100000127393,-1.1976047904191616,0,False
24,0.04898900000080175,-1.0,0,False
25,0.047749999999723514,-1.0,0,False
26,0.04817600000023958,-1.1976047904191616,0,False
27,0.047065000000657164,-1.0,0,False
28,0.047296999999161926,-1.0,0,False
29,0.047233999999662046,-1.0,0,False
30,0.04728900000009162,-1.0,0,False
31,0.04734900000039488,-1.3952095808383234,0,False
32,0.047268000000258326,-1.0,0,False
33,0.04814599999917846,-1.0,0,False
34,0.04883300000074087,-1.1976047904191616,0,False
35,0.047263000000384636,-1.0,0,False
36,0.05347699999947508,-1.0,0,False
37,0.04728799999975308,-1.0,0,False
38,0.04727700000148616,-1.0,0,False
39,0.05354299999999057,-1.0,0,False
40,0.05351700000028359,-1.0,0,False
41,0.04728700000123354,-1.0,0,False
42,0.047268000000258326,-1.0,0,False
43,0.048802000001160195,-1.0,0,False
44,0.04788700000062818,-1.0,0,False
45,0.0613389999998617,-1.0,0,False
46,0.04905900000085239,-1.0,0,False
47,0.04732100000001083,-1.0,0,False
48,0.04732100000001083,-1.0,0,False
49,0.0472139999983483,-1.0,0,False
50,0.04758399999991525,-1.0,0,False
51,0.047185999999783235,-1.0,0,False
52,0.047234000001481036,-1.0,0,False
53,0.0472299999983079,-1.0,0,False
54,0.04766800000106741,-1.0,0,False
55,0.04735100000107195,-1.0,0,False
56,0.04912300000069081,-1.0,0,False
57,0.047694000000774395,-1.0,0,False
58,0.04775600000175473,-1.0,0,False
59,0.047834000000875676,-1.0,0,False
60,0.04765800000132003,-1.0,0,False
61,0.047780999999304186,-1.0,0,False
62,0.047595000000001164,-1.0,0,False
63,0.04800199999954202,-1.0,0,False
64,0.04790000000139116,-1.0,0,False
65,0.047930999999152846,-1.0,0,False
66,0.047739999999976135,-1.0,0,False
67,0.04783299999871815,-1.0,0,False
68,0.0476330000001326,-1.0,0,False
69,0.047797999999602325,-1.0,0,False
70,0.04769800000030955,-1.0,0,False
71,0.047850999999354826,-1.0,0,False
72,0.047608999999283697,-1.0,0,False
73,0.04764400000021851,-1.0,0,False
74,0.047602000000551925,-1.0,0,False
75,0.04822299999977986,-1.0,0,False
76,0.04794200000105775,-1.0,0,False
77,0.04871199999979581,-1.0,0,False
78,0.04761499999949592,-1.0,0,False
79,0.047524999999950523,-1.0,0,False
80,0.04777300000023388,-1.0,0,False
81,0.047779000000446104,-1.0,0,False
82,0.04746999999952095,-1.0,0,False
83,0.04814100000112376,-1.0,0,False
84,0.0508800000006886,-1.0,0,False
85,0.047210000000632135,-1.0,0,False
86,0.0540339999988646,-1.0,0,False
87,0.04747999999926833,-1.0,0,False
88,0.04724200000055134,-1.0,0,False
89,0.0472700000009354,-1.0,0,False
90,0.04715099999884842,-1.0,0,False
91,0.047250999999960186,-1.0,0,False
92,0.04747099999985949,-1.0,0,False
93,0.04706299999998009,-1.0,0,False
94,0.04734199999984412,-1.0,0,False
95,0.04749200000151177,-1.0,0,False
96,0.04742500000065775,-1.0,0,False
97,0.047641000001021894,-1.0,0,False
98,0.04745000000002619,-1.0,0,False
99,0.04722799999944982,-1.0,0,False
100,0.04844300000149815,-1.0,0,False
101,0.04730099999869708,-1.0,0,False
102,0.048396000000138883,-1.0,0,False
103,0.048080999999001506,-1.0,0,False
104,0.04732200000034936,-1.0,0,False
105,0.04712600000129896,-1.0,0,False
106,0.04759399999966263,-1.0,0,False
107,0.047894999999698484,-1.0,0,False
108,0.05088699999942037,-1.0,0,False
109,0.04732999999941967,-1.0,0,False
110,0.04741900000044552,-1.0,0,False
111,0.04718700000012177,-1.0,0,False
112,0.047220000000379514,-1.0,0,False
113,0.04730000000017753,-1.0,0,False
114,0.04734199999984412,-1.0,0,False
115,0.047158999999737716,-1.0,0,False
116,0.047340999999505584,-1.0,0,False
