steps,time,reward,delta,converged
1,0.008775000000241562,-0.11578947368421046,0,False
2,0.0036300000001574517,-0.12368421052631584,0,False
3,0.009990999999899941,-0.10849056603773564,0.04683822912392743,False
4,0.0005049999999755528,-0.27999999999999997,0.04683822912392743,False
5,0.003740999999536143,-0.12250000000000005,0.07299280786243524,False
6,0.0015149999999266583,-0.15625,0.07299280786243524,False
7,0.007483999999749358,-0.11111111111111095,0.10198460099382724,False
8,0.0033709999997881823,-0.12500000000000006,0.10198460099382724,False
9,0.003912999999556632,-0.12142857142857147,0.10198460099382724,False
10,0.004833000000871834,-0.11730769230769227,0.10198460099382724,False
11,0.0028119999997215928,-0.13000000000000003,0.10198460099382724,False
12,0.005021999999371474,-0.11666666666666661,0.10198460099382724,False
13,0.005300000000715954,-0.11578947368421046,0.10198460099382724,False
14,0.0005919999994148384,-0.25,0.10198460099382724,False
15,0.017250000000785803,-0.10486486486486482,0.5506746941022777,False
16,0.0028119999997215928,-0.13000000000000003,0.5506746941022777,False
17,0.0014209999999366119,-0.16000000000000003,0.5506746941022777,False
18,0.004182000000582775,-0.12000000000000001,0.5506746941022777,False
19,0.002907000000050175,-0.12903225806451618,0.5506746941022777,False
20,0.0024520000006305054,-0.13461538461538464,0.5506746941022777,False
21,0.003867999999783933,-0.12195121951219516,0.5506746941022777,False
22,0.003837999999632302,-0.12195121951219516,0.5506746941022777,False
23,0.0011519999998199637,-0.17499999999999996,0.5506746941022777,False
24,0.006327000000055705,-0.11323529411764695,0.5506746941022777,False
25,0.004605000000083237,-0.11836734693877549,0.5506746941022777,False
26,0.009215000000040163,-0.1090909090909089,0.5506746941022777,False
27,0.004759000000376545,-0.11764705882352938,0.5506746941022777,False
28,0.005298000000038883,-0.11578947368421046,0.5506746941022777,False
29,0.004748999999719672,-0.11764705882352938,0.5506746941022777,False
30,0.008367999999791209,-0.10999999999999982,0.5506746941022777,False
31,0.006894000000102096,-0.11874999999999998,0.5506746941022777,False
32,0.0012639999995371909,-0.16923076923076924,0.5506746941022777,False
33,0.001720000000204891,-0.15000000000000002,0.5506746941022777,False
34,0.0007809999997334671,-0.2125,0.5506746941022777,False
35,0.0020769999991898658,-0.14090909090909093,0.574058411619742,False
36,0.0015169999996942352,-0.15625,0.574058411619742,False
37,0.004659000000174274,-0.11799999999999997,0.574058411619742,False
38,0.004170000000158325,-0.12000000000000001,0.574058411619742,False
39,0.002523999999539228,-0.13333333333333336,0.574058411619742,False
40,0.007661999999982072,-0.11084337349397574,0.574058411619742,False
41,0.0034529999993537785,-0.12432432432432436,0.574058411619742,False
42,0.004155000000537257,-0.12045454545454547,0.574058411619742,False
43,0.004634999999325373,-0.11799999999999997,0.574058411619742,False
44,0.0036199999995005783,-0.12307692307692314,0.574058411619742,False
45,0.008319999999912397,-0.10999999999999982,0.574058411619742,False
46,0.0017090000001189765,-0.15000000000000002,0.574058411619742,False
47,0.009050999999999476,-0.10918367346938757,0.574058411619742,False
48,0.004835000000639411,-0.11764705882352938,0.574058411619742,False
49,0.001878000000033353,-0.14500000000000002,0.574058411619742,False
50,0.004939000000376836,-0.11698113207547164,0.574058411619742,False
51,0.002149999999346619,-0.13913043478260873,0.574058411619742,False
52,0.0010529999999562278,-0.18181818181818182,0.574058411619742,False
53,0.00299899999936315,-0.12812500000000004,0.574058411619742,False
54,0.010666000000128406,-0.10782608695652153,0.574058411619742,False
55,0.004222999999910826,-0.12000000000000001,0.574058411619742,False
56,0.002089999999952852,-0.14090909090909093,0.574058411619742,False
57,0.0040909999997893465,-0.12045454545454547,0.574058411619742,False
