episode,length,time,reward,delta
0,27.0,0.002765999999610358,-3.700000000000001,-1.0006220762485853
1,16.0,0.0016149999992194353,-2.6000000000000005,-1.0003533874674069
2,45.0,0.00871000000006461,-5.5,-1.0004418015105347
3,39.0,0.003748999999515945,-4.900000000000002,-1.0003351042639612
4,24.0,0.0023380000002362067,-3.400000000000001,-0.9098024154775807
5,89.0,0.008326000001034117,-9.899999999999984,-1.000509167468159
6,23.0,0.002232999999250751,-3.3000000000000007,-1.0001014505942885
7,6.0,0.0006680000005871989,-1.6,-0.8969377202887853
8,108.0,0.010062999999718159,-11.799999999999978,-0.9101634486016041
9,48.0,0.004544999999779975,-5.799999999999999,-1.000769451169185
10,33.0,0.006563000000824104,-4.300000000000002,-1.0004307214469053
11,63.0,0.0074450000010983786,-7.299999999999994,-0.09098024154775808
12,40.0,0.0053829999997105915,-5.000000000000002,-0.9997133629954186
13,25.0,0.0024159999993571546,-3.500000000000001,-0.8473747948382282
14,35.0,0.0033399999992980156,-4.500000000000002,-0.9102138009904296
15,14.0,0.0014140000002953457,-2.4000000000000004,-0.9101782574041491
16,150.0,0.013984000001073582,-15.999999999999963,-1.0002397638690228
17,11.0,0.0011459999986982439,-2.0999999999999996,-0.009098024154775786
18,75.0,0.007019999999101856,-8.49999999999999,-1.000301279503468
19,89.0,0.008307000000058906,-9.899999999999984,-0.8607356494627048
20,16.0,0.0015899999998509884,-2.6000000000000005,-0.900680524739875
21,55.0,0.005177999999432359,-6.4999999999999964,-0.834740409729008
22,112.0,0.010379000001194072,-12.199999999999976,-0.8772484568689601
23,73.0,0.006848000000900356,-8.29999999999999,-0.9100984766512477
24,34.0,0.0032649999993736856,-4.400000000000002,-1.0005347396488278
25,88.0,0.008307000000058906,-9.799999999999985,-1.0003584178547682
26,36.0,0.0034040000009554205,-4.600000000000001,-0.8336734533077632
27,34.0,0.0032760000012785895,-4.400000000000002,-0.8685038925627601
28,31.0,0.002958000000944594,-4.100000000000001,-0.9999289954188633
29,16.0,0.0015919999987090705,-2.6000000000000005,-0.8642909846017126
30,43.0,0.004108000000996981,-5.300000000000001,-0.8324055929321565
31,16.0,0.0015899999998509884,-2.6000000000000005,-0.8339229733710156
32,13.0,0.0014069999997445848,-2.3,-0.8333066628495664
33,44.0,0.004132000000026892,-5.4,-0.9010719800929091
34,31.0,0.0029739999990852084,-4.100000000000001,-0.08324055929321561
35,32.0,0.003042000000277767,-4.200000000000001,-1.0000818491799632
36,71.0,0.00661000000036438,-8.09999999999999,-0.900987157781326
37,19.0,0.001852000001235865,-2.9000000000000004,-0.8740899539458507
38,105.0,0.009784000001673121,-11.499999999999979,-0.8364166261169611
39,36.0,0.003491999999823747,-4.600000000000001,-0.8376715954884042
40,87.0,0.008153000000675092,-9.699999999999985,-1.0002146581840456
41,45.0,0.0042709999997896375,-5.5,-0.08642909846017122
42,50.0,0.004734000000098604,-5.999999999999998,-1.0003489060616282
43,48.0,0.004544000001260429,-5.799999999999999,-0.9997279946845382
44,51.0,0.0048390000010840595,-6.099999999999998,-1.0002151915628583
45,30.0,0.0028650000003835885,-4.000000000000002,-0.825568832803737
46,43.0,0.004109999999855063,-5.300000000000001,-1.000627387878142
47,81.0,0.007557999999335152,-9.099999999999987,-0.09101634486016041
48,74.0,0.006885000000693253,-8.39999999999999,-1.0000983790211255
49,73.0,0.006784999999581487,-8.29999999999999,-0.8774738540393165
50,17.0,0.0016650000015943078,-2.7,-0.0825568832803737
51,32.0,0.0030380000007426133,-4.200000000000001,-0.8507307647983883
52,53.0,0.004946000000927597,-6.299999999999997,-0.8774886314089095
53,18.0,0.0017830000015237601,-2.8000000000000007,-0.8292959388949266
54,53.0,0.004966000000422355,-6.299999999999997,-0.8583587059808823
55,139.0,0.012827000000470434,-14.899999999999967,-1.0004827865889347
