step,reward,mean,median,std,max,min
0,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,0.0,-0.10000000000000002,-0.10000000000000002
1,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,0.0,-0.10000000000000002,-0.10000000000000002
2,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,0.0,-0.10000000000000002,-0.10000000000000002
3,-0.10000000000000002,-0.10000000000000002,-0.10000000000000002,0.0,-0.10000000000000002,-0.10000000000000002
4,-0.10542168674698793,-0.10108433734939762,-0.10000000000000002,0.0021686746987951643,-0.10000000000000002,-0.10542168674698793
5,-0.10233766233766234,-0.10129322484744174,-0.10000000000000002,0.0020340751113280572,-0.10000000000000002,-0.10542168674698793
6,-0.10703125000000002,-0.10211294272637864,-0.10000000000000002,0.002752820376974326,-0.10000000000000002,-0.10703125000000002
7,-0.1108433734939759,-0.10320424657232828,-0.10116883116883119,0.003868769328053956,-0.10000000000000002,-0.1108433734939759
8,-0.10000000000000002,-0.10284821917540292,-0.10000000000000002,0.0037839633167054535,-0.10000000000000002,-0.1108433734939759
9,-0.10000000000000002,-0.10256339725786263,-0.10000000000000002,0.0036900748320809478,-0.10000000000000002,-0.1108433734939759
10,-0.10000000000000002,-0.10233036114351149,-0.10000000000000002,0.0035946951322075,-0.10000000000000002,-0.1108433734939759
11,-0.10000000000000002,-0.10213616438155221,-0.10000000000000002,0.0035014068422516693,-0.10000000000000002,-0.1108433734939759
12,-0.1012396694214876,-0.10206720323077802,-0.10000000000000002,0.003372514222914794,-0.10000000000000002,-0.1108433734939759
13,-0.10000000000000002,-0.10191954585715102,-0.10000000000000002,0.0032931549113973026,-0.10000000000000002,-0.1108433734939759
14,-0.10145867098865478,-0.10188882086591793,-0.10000000000000002,0.003183566292221767,-0.10000000000000002,-0.1108433734939759
15,-0.10278637770897832,-0.1019449181686092,-0.10000000000000002,0.0030901220932915475,-0.10000000000000002,-0.1108433734939759
16,-0.10000000000000002,-0.10183051121751455,-0.10000000000000002,0.0030325864261770254,-0.10000000000000002,-0.1108433734939759
17,-0.10271084337349395,-0.10187941855951341,-0.10000000000000002,0.002954034880436039,-0.10000000000000002,-0.1108433734939759
18,-0.10216867469879518,-0.10189464256684402,-0.10000000000000002,0.002875971806679733,-0.10000000000000002,-0.1108433734939759
19,-0.10000000000000002,-0.10179991043850183,-0.10000000000000002,0.002833401222531054,-0.10000000000000002,-0.1108433734939759
20,-0.10000000000000002,-0.10171420041762079,-0.10000000000000002,0.0027915574845643245,-0.10000000000000002,-0.1108433734939759
21,-0.10000000000000002,-0.10163628221681985,-0.10000000000000002,0.002750649284025229,-0.10000000000000002,-0.1108433734939759
22,-0.10000000000000002,-0.10156513951174073,-0.10000000000000002,0.0027108043294700366,-0.10000000000000002,-0.1108433734939759
