step,reward,mean,median,std,max,min
0,-0.09854497354497355,-0.09854497354497355,-0.09854497354497355,0.0,-0.09854497354497355,-0.09854497354497355
1,-0.10000000000000002,-0.09927248677248679,-0.09927248677248679,0.0007275132275132365,-0.09854497354497355,-0.10000000000000002
2,-0.10000000000000002,-0.09951499118165787,-0.10000000000000002,0.0006859060487700281,-0.09854497354497355,-0.10000000000000002
3,-0.09831288343558281,-0.0992144642451391,-0.09927248677248679,0.0007898098818858511,-0.09831288343558281,-0.10000000000000002
4,-0.09866666666666668,-0.09910490472944462,-0.09866666666666668,0.0007396302248667728,-0.09831288343558281,-0.10000000000000002
5,-0.10000000000000002,-0.09925408727453718,-0.09933333333333336,0.0007530966405992484,-0.09831288343558281,-0.10000000000000002
6,-0.10000000000000002,-0.09936064623531758,-0.10000000000000002,0.0007444873029369599,-0.09831288343558281,-0.10000000000000002
7,-0.10000000000000002,-0.0994405654559029,-0.10000000000000002,0.0007277968459245975,-0.09831288343558281,-0.10000000000000002
8,-0.10000000000000002,-0.09950272484969146,-0.10000000000000002,0.0007083391284865712,-0.09831288343558281,-0.10000000000000002
9,-0.10000000000000002,-0.09955245236472231,-0.10000000000000002,0.0006883497080778778,-0.09831288343558281,-0.10000000000000002
10,-0.10000000000000002,-0.09959313851338392,-0.10000000000000002,0.0006688078336813945,-0.09831288343558281,-0.10000000000000002
11,-0.10000000000000002,-0.0996270436372686,-0.10000000000000002,0.0006501336197604199,-0.09831288343558281,-0.10000000000000002
12,-0.10000000000000002,-0.09965573258824795,-0.10000000000000002,0.0006324848070055759,-0.09831288343558281,-0.10000000000000002
13,-0.10000000000000002,-0.09968032311765881,-0.10000000000000002,0.0006158928325776928,-0.09831288343558281,-0.10000000000000002
14,-0.10000000000000002,-0.0997016349098149,-0.10000000000000002,0.000600328585521733,-0.09831288343558281,-0.10000000000000002
15,-0.10000000000000002,-0.09972028272795147,-0.10000000000000002,0.0005857353299496168,-0.09831288343558281,-0.10000000000000002
16,-0.10000000000000002,-0.0997367366851308,-0.10000000000000002,0.0005720455208277556,-0.09831288343558281,-0.10000000000000002
17,-0.09865196078431372,-0.09967647135730763,-0.10000000000000002,0.0006089324768259395,-0.09831288343558281,-0.10000000000000002
18,-0.10000000000000002,-0.09969349918060723,-0.10000000000000002,0.0005970779503938098,-0.09831288343558281,-0.10000000000000002
19,-0.10000000000000002,-0.09970882422157687,-0.10000000000000002,0.0005857808938825601,-0.09831288343558281,-0.10000000000000002
20,-0.09839883551673943,-0.09964644380706081,-0.10000000000000002,0.0006361018891558145,-0.09831288343558281,-0.10000000000000002
21,-0.10000000000000002,-0.0996625145431035,-0.10000000000000002,0.000625825199035504,-0.09831288343558281,-0.10000000000000002
22,-0.09849726775956283,-0.0996118516394713,-0.10000000000000002,0.0006565795172049776,-0.09831288343558281,-0.10000000000000002
23,-0.10000000000000002,-0.09962802448782664,-0.10000000000000002,0.0006474181068131556,-0.09831288343558281,-0.10000000000000002
24,-0.09853333333333332,-0.0995842368416469,-0.10000000000000002,0.0006696273499637127,-0.09831288343558281,-0.10000000000000002
25,-0.10000000000000002,-0.09960022773235279,-0.10000000000000002,0.0006614735960805357,-0.09831288343558281,-0.10000000000000002
26,-0.09819376026272578,-0.09954813634458883,-0.10000000000000002,0.0007013509761428402,-0.09819376026272578,-0.10000000000000002
27,-0.09851551956815115,-0.09951125717400176,-0.10000000000000002,0.0007148759016584914,-0.09819376026272578,-0.10000000000000002
28,-0.10000000000000002,-0.09952811037489825,-0.10000000000000002,0.0007080805575285575,-0.09819376026272578,-0.10000000000000002
29,-0.09865361077111383,-0.09949896038810543,-0.10000000000000002,0.0007136577636296718,-0.09819376026272578,-0.10000000000000002
30,-0.09769874476987449,-0.0994408889165496,-0.10000000000000002,0.0007707444497141739,-0.09769874476987449,-0.10000000000000002
31,-0.09851150202976995,-0.09941184557633775,-0.10000000000000002,0.000775649419347631,-0.09769874476987449,-0.10000000000000002
32,-0.10000000000000002,-0.09942966843766085,-0.10000000000000002,0.0007704321441192509,-0.09769874476987449,-0.10000000000000002
33,-0.10000000000000002,-0.09944644289537671,-0.10000000000000002,0.0007651101192401675,-0.09769874476987449,-0.10000000000000002
34,-0.10000000000000002,-0.09946225881265167,-0.10000000000000002,0.0007597189192602969,-0.09769874476987449,-0.10000000000000002
35,-0.10000000000000002,-0.0994771960678558,-0.10000000000000002,0.0007542874208500219,-0.09769874476987449,-0.10000000000000002
36,-0.09664634146341462,-0.09940068648395198,-0.10000000000000002,0.000874246127145979,-0.09664634146341462,-0.10000000000000002
37,-0.0988752556237219,-0.09938685935605118,-0.10000000000000002,0.0008667565849927501,-0.09664634146341462,-0.10000000000000002
38,-0.10000000000000002,-0.09940258091102423,-0.10000000000000002,0.0008610435986876345,-0.09664634146341462,-0.10000000000000002
39,-0.10000000000000002,-0.09941751638824861,-0.10000000000000002,0.0008553133037588185,-0.09664634146341462,-0.10000000000000002
40,-0.09876404494382023,-0.09940157806033573,-0.10000000000000002,0.0008508108555672385,-0.09664634146341462,-0.10000000000000002
41,-0.10000000000000002,-0.09941582620175629,-0.10000000000000002,0.0008455573817851829,-0.09664634146341462,-0.10000000000000002
42,-0.09759825327510918,-0.09937355706392728,-0.10000000000000002,0.0008794206617119003,-0.09664634146341462,-0.10000000000000002
43,-0.09757709251101321,-0.09933272832408833,-0.10000000000000002,0.0009096616206113685,-0.09664634146341462,-0.10000000000000002
44,-0.09773662551440329,-0.09929725937276199,-0.10000000000000002,0.0009297579099816041,-0.09664634146341462,-0.10000000000000002
45,-0.10000000000000002,-0.09931253634291934,-0.10000000000000002,0.0009252890070767012,-0.09664634146341462,-0.10000000000000002
46,-0.10000000000000002,-0.09932716322924019,-0.10000000000000002,0.0009207524579134998,-0.09664634146341462,-0.10000000000000002
47,-0.09802513464991022,-0.0993000376338375,-0.10000000000000002,0.0009298953714931761,-0.09664634146341462,-0.10000000000000002
48,-0.09831804281345566,-0.09927999692321747,-0.10000000000000002,0.0009307720434397773,-0.09664634146341462,-0.10000000000000002
49,-0.10000000000000002,-0.09929439698475312,-0.10000000000000002,0.0009269145547197831,-0.09664634146341462,-0.10000000000000002
50,-0.10000000000000002,-0.09930823233799324,-0.10000000000000002,0.0009229815596880233,-0.09664634146341462,-0.10000000000000002
51,-0.10000000000000002,-0.0993215355622626,-0.10000000000000002,0.0009189875563481141,-0.09664634146341462,-0.10000000000000002
52,-0.10000000000000002,-0.09933433677806895,-0.10000000000000002,0.0009149452145385348,-0.09664634146341462,-0.10000000000000002
53,-0.10000000000000002,-0.09934666387477138,-0.10000000000000002,0.0009108656174749457,-0.09664634146341462,-0.10000000000000002
54,-0.09675516224188789,-0.09929954566326442,-0.10000000000000002,0.0009666839959222539,-0.09664634146341462,-0.10000000000000002
55,-0.09741176470588236,-0.09926583528902548,-0.10000000000000002,0.000990097093714368,-0.09664634146341462,-0.10000000000000002
56,-0.10000000000000002,-0.09927871537167415,-0.10000000000000002,0.000986095507986511,-0.09664634146341462,-0.10000000000000002
57,-0.09866666666666668,-0.09926816280779471,-0.10000000000000002,0.0009807988733144281,-0.09664634146341462,-0.10000000000000002
58,-0.10000000000000002,-0.09928056682800157,-0.10000000000000002,0.0009770290567515801,-0.09664634146341462,-0.10000000000000002
59,-0.09261744966442952,-0.09916951487527538,-0.10000000000000002,0.0012908507469217513,-0.09261744966442952,-0.10000000000000002
60,-0.098018018018018,-0.09915063787761542,-0.10000000000000002,0.001288549491142252,-0.09261744966442952,-0.10000000000000002
61,-0.10000000000000002,-0.09916433726668614,-0.10000000000000002,0.0012825863960792305,-0.09261744966442952,-0.10000000000000002
62,-0.10000000000000002,-0.09917760175451651,-0.10000000000000002,0.0012766459969541393,-0.09261744966442952,-0.10000000000000002
63,-0.10000000000000002,-0.0991904517271022,-0.10000000000000002,0.0012707327252430003,-0.09261744966442952,-0.10000000000000002
64,-0.09775051124744377,-0.09916829879664592,-0.10000000000000002,0.0012733135202773786,-0.09261744966442952,-0.10000000000000002
65,-0.10000000000000002,-0.09918090033003006,-0.10000000000000002,0.001267708037084542,-0.09261744966442952,-0.10000000000000002
66,-0.10000000000000002,-0.09919312569823857,-0.10000000000000002,0.0012621258571685267,-0.09261744966442952,-0.10000000000000002
67,-0.10000000000000002,-0.09920499149679388,-0.10000000000000002,0.001256570405123873,-0.09261744966442952,-0.10000000000000002
68,-0.10000000000000002,-0.09921651335915918,-0.10000000000000002,0.0012510446822258956,-0.09261744966442952,-0.10000000000000002
69,-0.10000000000000002,-0.0992277060254569,-0.10000000000000002,0.0012455513122407692,-0.09261744966442952,-0.10000000000000002
70,-0.09863523573200993,-0.09921936137343651,-0.10000000000000002,0.001238717772366356,-0.09261744966442952,-0.10000000000000002
71,-0.10000000000000002,-0.09923020357658324,-0.10000000000000002,0.0012334733868262723,-0.09261744966442952,-0.10000000000000002
72,-0.09742990654205608,-0.09920554197337055,-0.10000000000000002,0.0012427408182271817,-0.09261744966442952,-0.10000000000000002
